elapsed_s,phase,ac_status,battery_error,raw_rate,discharge_w,voltage_v,cpu_busy_percent,boost_error,boost,hwinfo_error,query_ms
25.003685,baseline,0,0,-5975,5.975000,15.933000,2.560819,0,0,2,2.057500
25.500813,baseline,0,0,-5985,5.985000,15.918000,1.719577,0,0,2,2.321300
26.006060,baseline,0,0,-5985,5.985000,15.918000,1.288660,0,0,2,3.144200
26.502454,baseline,0,0,-5958,5.958000,15.930000,1.170351,0,0,2,2.391600
27.004393,baseline,0,0,-5958,5.958000,15.930000,2.340702,0,0,2,1.281000
27.504493,baseline,0,0,-5904,5.904000,15.913000,1.449275,0,0,2,2.217200
28.010617,baseline,0,0,-5904,5.904000,15.913000,1.256281,0,0,2,2.856000
28.511413,baseline,0,0,-5880,5.880000,15.935000,1.690507,0,0,2,3.242100
29.013059,baseline,0,0,-5880,5.880000,15.935000,3.246753,0,0,2,1.839800
29.513756,baseline,0,0,-5829,5.829000,15.927000,1.832461,0,0,2,2.688400
30.004454,load,0,0,-5829,5.829000,15.927000,2.147651,0,0,2,1.262300
30.511298,load,0,0,-5829,5.829000,15.927000,31.218905,0,0,2,1.721100
31.000110,load,0,0,-5812,5.812000,15.881000,34.042553,0,0,2,1.598500
31.506631,load,0,0,-5812,5.812000,15.881000,33.856209,0,0,2,1.333900
32.011454,load,0,0,-5947,5.947000,15.858000,35.145386,0,0,2,1.686400
32.514032,load,0,0,-5947,5.947000,15.858000,35.019455,0,4,2,1.010600
33.002950,load,0,0,-5947,5.947000,15.858000,34.320323,0,4,2,1.043600
33.500431,load,0,0,-7099,7.099000,15.567000,33.550065,0,4,2,1.447400
34.006023,load,0,0,-7099,7.099000,15.567000,34.248366,0,4,2,0.855500
34.511862,load,0,0,-8544,8.544000,15.562000,34.556962,0,4,2,1.134100
35.000618,load,0,0,-8544,8.544000,15.562000,35.475234,0,4,2,0.736500
35.503327,load,0,0,-8544,8.544000,15.562000,33.550914,0,4,2,1.196500
36.008921,load,0,0,-9898,9.898000,15.539000,34.278351,0,4,2,1.300500
36.504948,load,0,0,-9898,9.898000,15.539000,34.782609,0,4,2,0.677700
37.013088,load,0,0,-12450,12.450000,15.524000,34.793492,0,4,2,1.362800
37.504111,load,0,0,-12450,12.450000,15.524000,34.010840,0,4,2,0.633800
38.008762,recovery,0,0,-12450,12.450000,15.524000,33.419355,0,4,2,0.334800
38.514411,recovery,0,0,-13580,13.580000,15.538000,1.854305,0,4,2,1.047300
39.004411,recovery,0,0,-13580,13.580000,15.538000,3.345281,0,0,2,34.320600
39.517858,recovery,0,0,-13753,13.753000,15.844000,2.384292,0,0,2,2.464200
40.003370,recovery,0,0,-13753,13.753000,15.844000,1.795580,0,0,2,1.082400
40.510671,recovery,0,0,-13753,13.753000,15.844000,1.745636,0,0,2,2.205800
41.010785,recovery,0,0,-13382,13.382000,15.893000,4.551365,0,0,2,1.460600
41.503624,recovery,0,0,-13382,13.382000,15.893000,2.560647,0,0,2,1.657700
42.007852,recovery,0,0,-12875,12.875000,15.876000,2.278481,0,0,2,2.373800
42.500907,recovery,0,0,-12875,12.875000,15.876000,2.254642,0,0,2,1.228200
43.000053,recovery,0,0,-12875,12.875000,15.876000,2.887139,0,0,2,1.467300
43.500820,recovery,0,0,-12084,12.084000,15.879000,1.043025,0,0,2,2.008900
44.004118,recovery,0,0,-12084,12.084000,15.879000,1.811125,0,0,2,1.217300
44.507570,recovery,0,0,-11733,11.733000,15.899000,1.656051,0,0,2,3.461600
45.006734,recovery,0,0,-11733,11.733000,15.899000,1.960784,0,0,2,1.185200
45.500295,recovery,0,0,-11733,11.733000,15.899000,1.759134,0,0,2,2.347100
46.005148,recovery,0,0,-11347,11.347000,15.892000,1.633166,0,0,2,2.135400
46.510411,recovery,0,0,-11347,11.347000,15.892000,2.554278,0,0,2,4.532100
47.012289,recovery,0,0,-11000,11.000000,15.896000,2.113606,0,0,2,2.923000
47.507792,recovery,0,0,-11000,11.000000,15.896000,2.228047,0,0,2,1.706400
48.012225,recovery,0,0,-11000,11.000000,15.896000,1.290323,0,0,2,1.302900
48.511534,recovery,0,0,-10382,10.382000,15.899000,1.822917,0,0,2,2.046300
49.014277,recovery,0,0,-10382,10.382000,15.899000,1.562500,0,0,2,1.365800
49.513883,recovery,0,0,-10136,10.136000,15.887000,2.435897,0,0,2,2.826100
50.016446,recovery,0,0,-10136,10.136000,15.887000,2.454780,0,0,2,1.397500
50.516451,recovery,0,0,-9898,9.898000,15.887000,1.333333,0,0,2,3.229200
51.000103,recovery,0,0,-9898,9.898000,15.887000,2.811245,0,0,2,1.701000
51.506317,recovery,0,0,-9898,9.898000,15.887000,2.130493,0,0,2,1.456900
52.008438,recovery,0,0,-9649,9.649000,15.897000,1.865672,0,0,2,2.007200
52.514964,recovery,0,0,-9649,9.649000,15.897000,2.083333,0,0,2,1.246000
53.003174,recovery,0,0,-9649,9.649000,15.897000,2.144772,0,0,2,1.381900
53.509221,recovery,0,0,-9200,9.200000,15.889000,3.526448,0,0,2,3.931600
54.011680,recovery,0,0,-9200,9.200000,15.889000,1.701571,0,0,2,2.219500
54.512057,recovery,0,0,-9008,9.008000,15.887000,3.229974,0,0,2,2.452900
55.013107,recovery,0,0,-9008,9.008000,15.887000,1.560468,0,0,2,1.636200
55.507044,recovery,0,0,-9008,9.008000,15.887000,2.269693,0,0,2,2.064900
56.011001,recovery,0,0,-8856,8.856000,15.899000,1.778907,0,0,2,2.207200
56.510204,recovery,0,0,-8856,8.856000,15.899000,9.220779,0,0,2,1.718800
57.001972,recovery,0,0,-8856,8.856000,15.899000,9.656085,0,0,2,1.291400
57.509989,recovery,0,0,-8664,8.664000,15.840000,8.729140,0,0,2,2.032900
58.007397,recovery,0,0,-8664,8.664000,15.840000,2.792553,0,0,2,1.011800
58.501667,recovery,0,0,-8664,8.664000,15.840000,3.095559,0,0,2,3.097500
59.000920,recovery,0,0,-8833,8.833000,15.886000,3.409091,0,0,2,3.941300
59.503272,recovery,0,0,-8833,8.833000,15.886000,3.153745,0,0,2,1.396900
60.004737,recovery,0,0,-8693,8.693000,15.893000,1.658163,0,0,2,3.035800
60.516070,recovery,0,0,-8693,8.693000,15.893000,1.864181,0,0,2,1.271000
61.000031,recovery,0,0,-8693,8.693000,15.893000,2.879581,0,0,2,1.315600
61.501486,recovery,0,0,-8550,8.550000,15.893000,3.234153,0,0,2,1.932900
62.004592,recovery,0,0,-8550,8.550000,15.893000,1.945525,0,0,2,1.322000
62.503316,recovery,0,0,-8311,8.311000,15.891000,1.566580,0,0,2,2.153200
63.005189,recovery,0,0,-8311,8.311000,15.891000,1.643489,0,0,2,2.125300
63.508542,recovery,0,0,-8166,8.166000,15.888000,3.534031,0,0,2,2.645900
64.011102,recovery,0,0,-8166,8.166000,15.888000,2.763158,0,0,2,3.198500
64.507948,recovery,0,0,-8166,8.166000,15.888000,1.564537,0,0,2,1.330700
65.008462,recovery,0,0,-8061,8.061000,15.900000,2.331606,0,0,2,2.557400
65.509876,recovery,0,0,-8061,8.061000,15.900000,2.730819,0,0,2,1.370100
66.011286,recovery,0,0,-8061,8.061000,15.900000,2.083333,0,0,2,1.348200
66.513892,recovery,0,0,-7834,7.834000,15.891000,2.067183,0,0,2,1.270600
67.002658,recovery,0,0,-7834,7.834000,15.891000,2.416107,0,0,2,1.335600
67.509186,recovery,0,0,-7766,7.766000,15.882000,2.290076,0,0,2,1.794100
68.013873,recovery,0,0,-7766,7.766000,15.882000,3.108808,0,0,2,1.392500
68.515319,recovery,0,0,-7692,7.692000,15.893000,2.346806,0,0,2,2.094200
69.003215,recovery,0,0,-7692,7.692000,15.893000,1.322751,0,0,2,1.981200
69.504405,recovery,0,0,-7692,7.692000,15.893000,3.065134,0,0,2,1.259400
70.007928,recovery,0,0,-7602,7.602000,15.904000,1.894452,0,0,2,2.044500
70.500468,recovery,0,0,-7602,7.602000,15.904000,1.948052,0,0,2,1.353900
71.016776,recovery,0,0,-7507,7.507000,15.904000,2.216749,0,0,2,2.869300
71.501806,recovery,0,0,-7507,7.507000,15.904000,2.837838,0,0,2,1.575500
72.006622,recovery,0,0,-7507,7.507000,15.904000,1.839685,0,0,2,1.804600
72.508114,recovery,0,0,-7408,7.408000,15.897000,2.061856,0,0,2,3.077200
73.010272,recovery,0,0,-7408,7.408000,15.897000,2.228047,0,0,2,1.787500
73.512799,recovery,0,0,-7346,7.346000,15.900000,3.057325,0,0,2,3.076800
74.002814,recovery,0,0,-7346,7.346000,15.900000,1.623816,0,0,2,1.329200
74.512825,recovery,0,0,-7248,7.248000,15.894000,2.146465,0,0,2,2.202600
75.014208,recovery,0,0,-7248,7.248000,15.894000,2.213542,0,0,2,1.294300
75.515909,recovery,0,0,-7166,7.166000,15.889000,2.737940,0,0,2,3.070200
76.016767,recovery,0,0,-7166,7.166000,15.889000,1.690507,0,0,2,1.308200
76.505413,recovery,0,0,-7166,7.166000,15.889000,1.610738,0,0,2,1.817900
77.008393,recovery,0,0,-7140,7.140000,15.901000,1.937984,0,0,2,2.078400
77.514456,recovery,0,0,-7140,7.140000,15.901000,1.536492,0,0,2,2.735300
78.015626,recovery,0,0,-7061,7.061000,15.904000,1.570681,0,0,2,2.346000
78.506248,recovery,0,0,-7061,7.061000,15.904000,1.973684,0,0,2,2.329300
79.011235,recovery,0,0,-7061,7.061000,15.904000,1.787995,0,0,2,1.575400
79.501178,recovery,0,0,-6944,6.944000,15.891000,1.602136,0,0,2,2.131300
80.001855,recovery,0,0,-6944,6.944000,15.891000,2.086050,0,0,2,1.407200
80.510895,recovery,0,0,-6943,6.943000,15.887000,3.180662,0,0,2,2.601600
81.000782,recovery,0,0,-6943,6.943000,15.887000,1.347709,0,0,2,1.367300
81.511470,recovery,0,0,-6934,6.934000,15.903000,2.618454,0,0,2,3.229900
82.011817,recovery,0,0,-6934,6.934000,15.903000,1.976285,0,0,2,3.141800
82.508208,recovery,0,0,-6934,6.934000,15.903000,1.568627,0,0,2,2.269100
83.008470,recovery,0,0,-6836,6.836000,15.898000,1.839685,0,0,2,2.875200
83.509020,recovery,0,0,-6836,6.836000,15.898000,1.436031,0,0,2,1.341100
84.012766,recovery,0,0,-6775,6.775000,15.904000,2.809706,0,0,2,1.998300
84.508106,recovery,0,0,-6775,6.775000,15.904000,1.338688,0,0,2,1.223200
85.012405,recovery,0,0,-6775,6.775000,15.904000,1.404853,0,0,2,1.343600
85.501855,recovery,0,0,-6740,6.740000,15.897000,1.447368,0,0,2,3.347100
86.015031,recovery,0,0,-6740,6.740000,15.897000,2.937420,0,0,2,1.300200
86.501776,recovery,0,0,-6716,6.716000,15.877000,6.111834,0,0,2,1.776700
87.010024,recovery,0,0,-6716,6.716000,15.877000,11.168831,0,0,2,1.360900
87.500758,recovery,0,0,-6716,6.716000,15.877000,10.875332,0,0,2,1.361400
88.006998,recovery,0,0,-6830,6.830000,15.847000,11.666667,0,0,2,1.860600
88.500098,recovery,0,0,-6830,6.830000,15.847000,14.041995,0,0,2,1.131100
89.007582,recovery,0,0,-7013,7.013000,15.830000,14.046392,0,0,2,1.339100
89.507318,recovery,0,0,-7013,7.013000,15.830000,5.607477,0,0,2,1.310900
90.002649,recovery,0,0,-7013,7.013000,15.830000,10.344828,0,0,2,1.096000
90.508777,recovery,0,0,-7243,7.243000,15.850000,7.662338,0,0,2,2.341800
91.011013,recovery,0,0,-7243,7.243000,15.850000,3.272251,0,0,2,2.169500
91.510998,recovery,0,0,-7311,7.311000,15.894000,1.804124,0,0,2,2.268500
92.013288,recovery,0,0,-7311,7.311000,15.894000,2.091503,0,0,2,2.101200
92.511353,recovery,0,0,-7307,7.307000,15.884000,2.077922,0,0,2,2.142500
93.015201,recovery,0,0,-7307,7.307000,15.884000,1.441678,0,0,2,1.215100
93.500088,recovery,0,0,-7307,7.307000,15.884000,1.319261,0,0,2,1.268900
94.001170,recovery,0,0,-7160,7.160000,15.912000,1.958225,0,0,2,4.027300
94.502950,recovery,0,0,-7160,7.160000,15.912000,1.300390,0,0,2,3.248300
95.010052,recovery,0,0,-7049,7.049000,15.911000,1.903553,0,0,2,2.532800
95.500678,recovery,0,0,-7049,7.049000,15.911000,1.340483,0,0,2,1.386000
96.002182,recovery,0,0,-7049,7.049000,15.911000,1.953125,0,0,2,1.256800
96.507190,recovery,0,0,-6934,6.934000,15.903000,1.673102,0,0,2,2.215700
97.011830,recovery,0,0,-6934,6.934000,15.903000,1.562500,0,0,2,1.284300
97.504791,recovery,0,0,-6857,6.857000,15.910000,1.200000,0,0,2,2.431000
98.007166,recovery,0,0,-6857,6.857000,15.910000,2.490170,0,0,2,1.276700
98.507854,recovery,0,0,-6769,6.769000,15.889000,2.564103,0,0,2,2.326900
99.013974,recovery,0,0,-6769,6.769000,15.889000,1.783439,0,0,2,1.298400
99.511627,recovery,0,0,-6636,6.636000,15.914000,2.110818,0,0,2,2.846000
